rk,name,team,gp,ab,h,rbi,bb,x2b,x3b,hr,xbh,k,avg,obp,slg,hbp,sf,sh,hdp,go,fo,go_fo,pa,season,player_type,total_bases,non_hr_xbh,x3b_from_slg,x2b_from_slg,player_name,x1b,ops,iso,bb_rate,k_rate,hr_rate,xbh_rate,woba
52,C Denning,Billings Mustangs,79,292,98,65,49,14,3,16,33,51,0.336,0.44,0.568,8,3,1,5,55,87,0.63,353,2023,hitter,166,17,3,14,C Denning,65,1.008,0.23199999999999993,0.1388101983002833,0.14447592067988668,0.0453257790368272,0.09348441926345609,0.43626136363636364
53,B Reyes,Colorado Springs Sky Sox,3,6,2,0,1,NA,NA,NA,0,2,0.333,0.429,0.333,0,0,NA,NA,1,1,1,7,2023,hitter,2,NA,NA,NA,B Reyes,NA,0.762,0,0.14285714285714285,0.2857142857142857,NA,0,NA
53,M Rodriguez,Idaho Falls Chukars,2,9,3,2,NA,0,0,1,1,2,0.333,0.333,0.667,0,0,NA,NA,2,2,1,9,2023,hitter,6,0,0,0,M Rodriguez,2,1,0.334,NA,0.2222222222222222,0.1111111111111111,0.1111111111111111,NA
55,P Robertson,Colorado Springs Sky Sox,92,320,106,64,70,21,8,11,40,70,0.331,0.462,0.55,11,4,3,4,67,77,0.87,408,2023,hitter,176,29,8,21,P Robertson,66,1.012,0.21900000000000003,0.1715686274509804,0.1715686274509804,0.02696078431372549,0.09803921568627451,0.4384691358024691
56,L Fisher,Grand Junction Jackalopes,26,67,22,14,4,6,0,3,9,13,0.328,0.375,0.552,1,0,NA,NA,16,14,1.14,72,2023,hitter,37,6,0,6,L Fisher,13,0.927,0.22400000000000003,0.05555555555555555,0.18055555555555555,0.041666666666666664,0.125,0.4021527777777778
57,C Dunn Jr.,Rocky Mountain Vibes,45,168,55,37,14,17,0,6,23,46,0.327,0.374,0.536,1,4,NA,2,27,39,0.69,187,2023,hitter,90,17,0,17,C Dunn Jr.,32,0.91,0.20900000000000002,0.0748663101604278,0.24598930481283424,0.03208556149732621,0.12299465240641712,0.39043315508021387
58,A Ray,Grand Junction Jackalopes,66,223,73,42,22,12,1,5,18,38,0.327,0.387,0.457,1,2,2,7,41,71,0.58,250,2023,hitter,102,13,1,12,A Ray,55,0.8440000000000001,0.13,0.088,0.152,0.02,0.072,0.3714314516129032
59,C Phelts,Ogden Raptors,89,324,106,56,49,17,8,2,27,52,0.327,0.426,0.448,9,3,7,5,100,67,1.49,392,2023,hitter,145,25,8,17,C Phelts,79,0.874,0.121,0.125,0.1326530612244898,0.00510204081632653,0.06887755102040816,0.3875246753246753
60,M Edie,Billings Mustangs,67,251,82,39,19,16,6,2,24,57,0.327,0.388,0.462,7,1,5,4,67,42,1.6,283,2023,hitter,116,22,6,16,M Edie,58,0.8500000000000001,0.135,0.06713780918727916,0.20141342756183744,0.007067137809187279,0.08480565371024736,0.3737482014388489
61,D Perez,Colorado Springs Sky Sox,65,193,63,47,43,9,0,12,21,24,0.326,0.453,0.56,5,4,NA,4,44,59,0.75,245,2023,hitter,108,9,0,9,D Perez,42,1.0130000000000001,0.23400000000000004,0.17551020408163265,0.09795918367346938,0.04897959183673469,0.08571428571428572,0.4376612244897959
62,R Alexiades,Ogden Raptors,94,365,119,90,73,31,4,29,64,81,0.326,0.433,0.671,0,5,NA,15,83,81,1.02,443,2023,hitter,245,35,4,31,R Alexiades,55,1.104,0.34500000000000003,0.16478555304740405,0.18284424379232506,0.0654627539503386,0.14446952595936793,0.465020316027088
63,D Matthews,Colorado Springs Sky Sox,82,286,93,68,53,17,1,22,40,81,0.325,0.432,0.622,4,4,NA,4,56,58,0.97,347,2023,hitter,178,18,1,17,D Matthews,53,1.054,0.297,0.15273775216138327,0.2334293948126801,0.06340057636887608,0.11527377521613832,0.4494726224783861
64,M Wong,Grand Junction Jackalopes,59,216,70,40,27,15,1,5,21,36,0.324,0.402,0.472,2,1,2,3,65,36,1.81,248,2023,hitter,102,16,1,15,M Wong,49,0.874,0.14799999999999996,0.10887096774193548,0.14516129032258066,0.020161290322580645,0.0846774193548387,0.3852520325203252
65,A Herron Jr.,Rocky Mountain Vibes,64,235,76,54,26,16,1,7,24,49,0.323,0.396,0.489,4,3,NA,5,53,53,1,268,2023,hitter,115,17,1,16,A Herron Jr.,52,0.885,0.16599999999999998,0.09701492537313433,0.1828358208955224,0.026119402985074626,0.08955223880597014,0.3868022388059701
66,E Acosta,Idaho Falls Chukars,55,220,71,33,34,12,2,1,15,24,0.323,0.425,0.409,5,0,1,14,76,44,1.73,260,2023,hitter,90,14,2,12,E Acosta,56,0.834,0.08599999999999997,0.13076923076923078,0.09230769230769231,0.0038461538461538464,0.057692307692307696,0.375996138996139
67,T Lomack,Billings Mustangs,89,351,113,62,33,14,4,10,28,74,0.322,0.375,0.47,3,10,3,4,86,80,1.07,400,2023,hitter,165,18,4,14,T Lomack,85,0.845,0.14799999999999996,0.0825,0.185,0.025,0.07,0.36696221662468514
68,E Smith,Grand Junction Jackalopes,39,112,36,20,10,8,0,5,13,38,0.321,0.421,0.527,10,1,NA,1,14,24,0.58,133,2023,hitter,59,8,0,8,E Smith,23,0.948,0.20600000000000002,0.07518796992481203,0.2857142857142857,0.03759398496240601,0.09774436090225563,0.41516541353383457
69,C Kirtley,Glacier Range Riders,59,228,73,43,35,18,1,15,34,53,0.32,0.412,0.605,2,2,NA,5,39,61,0.64,267,2023,hitter,138,19,1,18,C Kirtley,39,1.017,0.285,0.13108614232209737,0.19850187265917604,0.056179775280898875,0.12734082397003746,0.4353370786516854
70,E Peralta,Rocky Mountain Vibes,82,303,97,51,36,19,3,6,28,89,0.32,0.394,0.462,5,6,5,5,69,55,1.25,355,2023,hitter,140,22,3,19,E Peralta,69,0.8560000000000001,0.14200000000000002,0.10140845070422536,0.2507042253521127,0.016901408450704224,0.07887323943661972,0.37521428571428567
71,S Gozzo,Ogden Raptors,59,197,63,35,44,10,2,4,16,39,0.32,0.446,0.452,4,4,4,6,63,39,1.62,253,2023,hitter,89,12,2,10,S Gozzo,47,0.898,0.132,0.17391304347826086,0.1541501976284585,0.015810276679841896,0.06324110671936758,0.39891566265060235
72,T DeBonville,Missoula PaddleHeads,68,233,74,47,19,12,3,11,26,70,0.318,0.367,0.536,1,3,NA,6,46,41,1.12,256,2023,hitter,125,15,3,12,T DeBonville,48,0.903,0.21800000000000003,0.07421875,0.2734375,0.04296875,0.1015625,0.38932421875
73,D Williams,Grand Junction Jackalopes,31,101,32,13,9,6,0,2,8,11,0.317,0.366,0.436,0,2,NA,5,36,21,1.71,112,2023,hitter,44,6,0,6,D Williams,24,0.802,0.119,0.08035714285714286,0.09821428571428571,0.017857142857142856,0.07142857142857142,0.3513392857142857
74,E Americaan,Rocky Mountain Vibes,24,79,25,15,10,9,0,2,11,24,0.316,0.427,0.506,6,1,NA,2,18,13,1.38,96,2023,hitter,40,9,0,9,E Americaan,14,0.933,0.19,0.10416666666666667,0.25,0.020833333333333332,0.11458333333333333,0.40942708333333333
75,J Hubbard,Grand Junction Jackalopes,94,392,124,117,45,20,8,25,53,84,0.316,0.407,0.599,18,4,1,9,88,87,1.01,460,2023,hitter,235,28,8,20,J Hubbard,71,1.006,0.283,0.09782608695652174,0.1826086956521739,0.05434782608695652,0.11521739130434783,0.4313006535947712
76,D Maiben,Boise Hawks,57,193,61,31,15,11,2,NA,13,12,0.316,0.387,0.394,11,6,1,5,64,55,1.16,226,2023,hitter,76,NA,NA,NA,D Maiben,NA,0.781,0.07800000000000001,0.06637168141592921,0.05309734513274336,NA,0.05752212389380531,NA
77,L Williams,Ogden Raptors,80,299,94,72,56,24,1,13,38,86,0.314,0.425,0.532,3,2,NA,8,56,60,0.93,360,2023,hitter,159,25,1,24,L Williams,56,0.9570000000000001,0.21800000000000003,0.15555555555555556,0.2388888888888889,0.03611111111111111,0.10555555555555556,0.416575
78,L Barns,Ogden Raptors,53,172,54,31,12,7,0,2,9,24,0.314,0.39,0.39,12,4,NA,5,48,44,1.09,200,2023,hitter,67,7,0,7,L Barns,45,0.78,0.07600000000000001,0.06,0.12,0.01,0.045,0.3500149999999999
79,W Crenshaw,Billings Mustangs,15,51,16,17,11,4,0,4,8,14,0.314,0.429,0.627,0,1,1,2,14,8,1.75,64,2023,hitter,32,4,0,4,W Crenshaw,8,1.056,0.313,0.171875,0.21875,0.0625,0.125,0.4473333333333333
80,M Dinesen,Glacier Range Riders,86,310,97,55,18,24,2,7,33,77,0.313,0.348,0.471,1,4,2,5,76,58,1.31,335,2023,hitter,146,26,2,24,M Dinesen,64,0.819,0.15799999999999997,0.05373134328358209,0.2298507462686567,0.020895522388059702,0.09850746268656717,0.3556066066066066
81,A Meggs,Grand Junction Jackalopes,49,192,60,32,23,10,0,1,11,23,0.313,0.38,0.38,1,5,2,2,48,64,0.75,223,2023,hitter,73,10,0,10,A Meggs,49,0.76,0.067,0.1031390134529148,0.1031390134529148,0.004484304932735426,0.04932735426008968,0.33898190045248866
82,R Narea,Ogden Raptors,86,301,94,55,35,15,0,9,24,50,0.312,0.395,0.452,9,4,10,9,89,72,1.24,359,2023,hitter,136,15,0,15,R Narea,70,0.847,0.14,0.09749303621169916,0.1392757660167131,0.025069637883008356,0.06685236768802229,0.37473352435530083
83,G DiGiacomo,Missoula PaddleHeads,37,109,34,14,23,7,0,1,8,23,0.312,0.446,0.404,5,2,1,4,24,28,0.86,140,2023,hitter,44,7,0,7,G DiGiacomo,26,0.8500000000000001,0.09200000000000003,0.16428571428571428,0.16428571428571428,0.007142857142857143,0.05714285714285714,0.38536690647482014
84,K Higgins,Colorado Springs Sky Sox,30,87,27,17,10,3,0,2,5,17,0.31,0.381,0.414,0,0,1,2,27,14,1.93,98,2023,hitter,36,3,0,3,K Higgins,22,0.7949999999999999,0.10399999999999998,0.10204081632653061,0.17346938775510204,0.02040816326530612,0.05102040816326531,0.35516494845360824
84,B Trammell,Rocky Mountain Vibes,11,29,9,8,5,1,0,3,4,11,0.31,0.444,0.655,2,0,NA,NA,6,3,2,36,2023,hitter,19,1,0,1,B Trammell,5,1.099,0.34500000000000003,0.1388888888888889,0.3055555555555556,0.08333333333333333,0.1111111111111111,0.4696666666666667
86,T Halsema,Idaho Falls Chukars,92,345,107,61,52,25,4,6,35,71,0.31,0.4,0.458,3,5,NA,7,82,85,0.96,405,2023,hitter,158,29,4,25,T Halsema,72,0.8580000000000001,0.14800000000000002,0.12839506172839507,0.17530864197530865,0.014814814814814815,0.08641975308641975,0.37735061728395064
87,M Clayton,Glacier Range Riders,75,271,84,52,34,18,0,13,31,44,0.31,0.406,0.52,12,3,NA,9,59,81,0.73,320,2023,hitter,141,18,0,18,M Clayton,53,0.926,0.21000000000000002,0.10625,0.1375,0.040625,0.096875,0.40430937499999997
88,B Huber,Glacier Range Riders,17,55,17,12,10,4,0,1,5,18,0.309,0.424,0.436,1,0,NA,1,9,10,0.9,66,2023,hitter,24,4,0,4,B Huber,12,0.86,0.127,0.15151515151515152,0.2727272727272727,0.015151515151515152,0.07575757575757576,0.38580303030303026
88,T Minder,Boise Hawks,91,330,102,61,31,17,3,8,28,52,0.309,0.377,0.452,10,8,2,6,60,112,0.54,381,2023,hitter,149,20,3,17,T Minder,74,0.829,0.14300000000000002,0.08136482939632546,0.13648293963254593,0.02099737532808399,0.07349081364829396,0.36302110817941957
90,D Conners,Ogden Raptors,91,334,103,69,44,21,1,5,27,55,0.308,0.393,0.422,9,10,5,11,73,108,0.68,402,2023,hitter,141,22,1,21,D Conners,76,0.815,0.11399999999999999,0.10945273631840796,0.13681592039800994,0.012437810945273632,0.06716417910447761,0.3605994962216625
91,B Crosby,Rocky Mountain Vibes,73,276,85,39,43,16,3,6,25,76,0.308,0.422,0.453,13,2,NA,3,49,61,0.8,334,2023,hitter,125,19,3,16,B Crosby,60,0.875,0.14500000000000002,0.12874251497005987,0.2275449101796407,0.017964071856287425,0.0748502994011976,0.3895988023952096
92,J Elvir,Missoula PaddleHeads,27,104,32,23,14,8,0,6,14,28,0.308,0.395,0.558,1,0,NA,NA,21,21,1,119,2023,hitter,58,8,0,8,J Elvir,18,0.9530000000000001,0.25000000000000006,0.11764705882352941,0.23529411764705882,0.05042016806722689,0.11764705882352941,0.41294117647058826
93,T Bouchard,Colorado Springs Sky Sox,71,270,83,53,43,18,1,10,29,82,0.307,0.402,0.493,1,2,NA,3,53,50,1.06,316,2023,hitter,133,19,1,18,T Bouchard,54,0.895,0.186,0.1360759493670886,0.25949367088607594,0.03164556962025317,0.09177215189873418,0.39192405063291136
94,B Fitzgerald,Glacier Range Riders,77,268,82,55,29,23,2,13,38,80,0.306,0.381,0.552,6,4,NA,NA,33,69,0.48,307,2023,hitter,148,25,2,23,B Fitzgerald,44,0.933,0.24600000000000005,0.09446254071661238,0.26058631921824105,0.04234527687296417,0.1237785016286645,0.40127687296416936
95,E McCabe,Rocky Mountain Vibes,66,226,69,42,20,9,0,4,13,31,0.305,0.373,0.398,6,3,NA,9,74,53,1.4,255,2023,hitter,90,9,0,9,E McCabe,56,0.771,0.09300000000000003,0.0784313725490196,0.12156862745098039,0.01568627450980392,0.050980392156862744,0.34393333333333337
96,J Newman-Dodd,Missoula PaddleHeads,19,69,21,23,8,2,0,7,9,11,0.304,0.385,0.638,1,0,NA,2,18,15,1.2,78,2023,hitter,44,2,0,2,J Newman-Dodd,12,1.0230000000000001,0.334,0.10256410256410256,0.14102564102564102,0.08974358974358974,0.11538461538461539,0.4377820512820513
97,M Herron Jr.,Rocky Mountain Vibes,83,323,98,71,21,14,3,13,30,88,0.303,0.351,0.486,4,2,2,3,77,62,1.24,352,2023,hitter,157,17,3,14,M Herron Jr.,68,0.837,0.183,0.05965909090909091,0.25,0.036931818181818184,0.08522727272727272,0.3649057142857143
98,C Taylor,Glacier Range Riders,71,244,74,59,46,6,3,13,22,75,0.303,0.425,0.512,7,2,NA,2,52,41,1.27,299,2023,hitter,125,9,3,6,C Taylor,52,0.937,0.20900000000000002,0.15384615384615385,0.2508361204013378,0.043478260869565216,0.07357859531772576,0.41055852842809365
99,M Golda,Grand Junction Jackalopes,50,165,50,27,21,7,2,2,11,30,0.303,0.392,0.406,5,3,5,3,55,35,1.57,199,2023,hitter,67,9,2,7,M Golda,39,0.798,0.10300000000000004,0.10552763819095477,0.1507537688442211,0.010050251256281407,0.05527638190954774,0.35599484536082476
100,M O'Connor,Missoula PaddleHeads,87,334,101,73,42,21,6,18,45,78,0.302,0.396,0.563,12,3,NA,3,53,93,0.57,391,2023,hitter,188,27,6,21,M O'Connor,56,0.959,0.26099999999999995,0.10741687979539642,0.19948849104859334,0.04603580562659847,0.11508951406649616,0.4132404092071611
101,B Evans,Billings Mustangs,30,96,29,25,7,6,0,2,8,15,0.302,0.36,0.427,4,4,2,NA,25,26,0.96,113,2023,hitter,41,6,0,6,B Evans,21,0.7869999999999999,0.125,0.061946902654867256,0.13274336283185842,0.017699115044247787,0.07079646017699115,0.34409009009009006
102,S Troyer,Idaho Falls Chukars,57,226,68,27,26,14,0,1,15,58,0.301,0.391,0.376,8,1,2,8,48,48,1,263,2023,hitter,85,14,0,14,S Troyer,53,0.767,0.07500000000000001,0.09885931558935361,0.22053231939163498,0.0038022813688212928,0.057034220532319393,0.3474137931034483
103,C Bocchino,Great Falls Voyagers,17,50,15,5,10,2,1,1,4,20,0.3,0.444,0.44,3,0,NA,1,9,5,1.8,63,2023,hitter,22,3,1,2,C Bocchino,11,0.884,0.14,0.15873015873015872,0.31746031746031744,0.015873015873015872,0.06349206349206349,0.39830158730158727
103,A Nielsen,Grand Junction Jackalopes,20,40,12,5,3,2,0,1,3,7,0.3,0.349,0.425,0,0,2,1,13,10,1.3,45,2023,hitter,17,2,0,2,A Nielsen,9,0.774,0.125,0.06666666666666667,0.15555555555555556,0.022222222222222223,0.06666666666666667,0.34197674418604646
103,J Pyle,Ogden Raptors,11,10,3,0,3,NA,NA,NA,0,2,0.3,0.462,0.3,0,0,NA,NA,2,2,1,13,2023,hitter,3,NA,NA,NA,J Pyle,NA,0.762,0,0.23076923076923078,0.15384615384615385,NA,0,NA
103,R Yeargain,Missoula PaddleHeads,16,50,15,8,4,3,0,2,5,13,0.3,0.352,0.48,0,0,NA,2,10,12,0.83,54,2023,hitter,24,3,0,3,R Yeargain,10,0.832,0.18,0.07407407407407407,0.24074074074074073,0.037037037037037035,0.09259259259259259,0.3639814814814815
107,G Howell,Glacier Range Riders,94,371,111,68,65,26,2,17,45,77,0.299,0.418,0.518,14,5,NA,4,85,92,0.92,455,2023,hitter,192,28,2,26,G Howell,66,0.9359999999999999,0.21900000000000003,0.14285714285714285,0.16923076923076924,0.03736263736263736,0.0989010989010989,0.4078263736263736
108,J Raper,Glacier Range Riders,90,351,105,74,42,23,3,11,37,79,0.299,0.381,0.476,8,6,NA,9,58,105,0.55,407,2023,hitter,167,26,3,23,J Raper,68,0.857,0.177,0.10319410319410319,0.1941031941031941,0.02702702702702703,0.09090909090909091,0.3742800982800983
108,E Sanchez,Billings Mustangs,36,117,35,20,12,6,1,1,8,20,0.299,0.371,0.393,2,1,NA,2,36,23,1.57,132,2023,hitter,46,7,1,6,E Sanchez,27,0.764,0.09400000000000003,0.09090909090909091,0.15151515151515152,0.007575757575757576,0.06060606060606061,0.3412348484848485
110,K Oyama,Boise Hawks,72,269,80,39,30,15,1,1,17,35,0.297,0.371,0.372,4,4,2,8,91,60,1.52,309,2023,hitter,100,16,1,15,K Oyama,63,0.743,0.07500000000000001,0.0970873786407767,0.11326860841423948,0.003236245954692557,0.05501618122977346,0.33327035830618895
111,R Cash,Missoula PaddleHeads,69,264,78,31,26,8,4,3,15,32,0.295,0.361,0.39,3,3,2,4,78,71,1.1,298,2023,hitter,103,12,4,8,R Cash,63,0.751,0.09500000000000003,0.087248322147651,0.10738255033557047,0.010067114093959731,0.050335570469798654,0.33440878378378375
112,R Paller,Idaho Falls Chukars,34,99,29,20,23,8,0,4,12,30,0.293,0.435,0.495,2,0,2,2,21,20,1.05,126,2023,hitter,49,8,0,8,R Paller,17,0.9299999999999999,0.202,0.18253968253968253,0.23809523809523808,0.031746031746031744,0.09523809523809523,0.4111451612903226
113,T Wyatt,Idaho Falls Chukars,83,267,78,64,32,17,0,14,31,49,0.292,0.368,0.513,2,3,NA,5,62,74,0.84,304,2023,hitter,137,17,0,17,T Wyatt,47,0.881,0.22100000000000003,0.10526315789473684,0.1611842105263158,0.046052631578947366,0.10197368421052631,0.38250328947368417
114,S Barmakian,Rocky Mountain Vibes,40,137,40,35,23,6,4,4,14,26,0.292,0.389,0.482,0,2,NA,1,43,27,1.59,162,2023,hitter,66,10,4,6,S Barmakian,26,0.871,0.19,0.1419753086419753,0.16049382716049382,0.024691358024691357,0.08641975308641975,0.3793333333333333
115,N Marcelo,Boise Hawks,40,96,28,8,12,6,NA,NA,6,28,0.292,0.37,0.354,0,0,1,2,18,20,0.9,109,2023,hitter,34,NA,NA,NA,N Marcelo,NA,0.724,0.062,0.11009174311926606,0.25688073394495414,NA,0.05504587155963303,NA
116,A Bernard,Missoula PaddleHeads,57,182,53,36,36,6,1,6,13,46,0.291,0.412,0.434,4,4,NA,2,31,50,0.62,226,2023,hitter,79,7,1,6,A Bernard,40,0.846,0.14300000000000002,0.1592920353982301,0.20353982300884957,0.02654867256637168,0.05752212389380531,0.3765309734513274
117,C Gordon,Missoula PaddleHeads,85,313,91,64,38,14,5,13,32,87,0.291,0.385,0.492,10,0,1,2,57,69,0.83,362,2023,hitter,154,19,5,14,C Gordon,59,0.877,0.201,0.10497237569060773,0.24033149171270718,0.03591160220994475,0.08839779005524862,0.3850941828254847
118,M Hogan,Rocky Mountain Vibes,45,152,44,32,27,6,3,10,19,46,0.289,0.409,0.566,5,2,1,1,22,42,0.52,187,2023,hitter,86,9,3,6,M Hogan,25,0.9749999999999999,0.27699999999999997,0.1443850267379679,0.24598930481283424,0.053475935828877004,0.10160427807486631,0.41894623655913976
119,B Donovan,Billings Mustangs,62,149,43,13,11,3,1,4,8,46,0.289,0.344,0.403,2,1,1,4,45,14,3.21,164,2023,hitter,60,4,1,3,B Donovan,35,0.747,0.11400000000000005,0.06707317073170732,0.2804878048780488,0.024390243902439025,0.04878048780487805,0.33096319018404907
120,K Jimenez,Colorado Springs Sky Sox,65,212,61,30,24,11,2,6,19,35,0.288,0.362,0.443,2,2,3,5,53,63,0.84,243,2023,hitter,94,13,2,11,K Jimenez,42,0.8049999999999999,0.15500000000000003,0.09876543209876543,0.1440329218106996,0.024691358024691357,0.07818930041152264,0.35466249999999994
121,A Figueredo,Billings Mustangs,33,129,37,38,17,9,0,9,18,18,0.287,0.4,0.566,8,1,NA,2,21,48,0.44,155,2023,hitter,73,9,0,9,A Figueredo,19,0.966,0.27899999999999997,0.10967741935483871,0.11612903225806452,0.05806451612903226,0.11612903225806452,0.41758709677419353
122,S Cullen,Idaho Falls Chukars,48,182,52,36,20,9,1,6,16,49,0.286,0.366,0.445,3,0,1,3,36,43,0.84,206,2023,hitter,81,10,1,9,S Cullen,36,0.8109999999999999,0.15900000000000003,0.0970873786407767,0.23786407766990292,0.02912621359223301,0.07766990291262135,0.359
122,N Michaels,Colorado Springs Sky Sox,44,140,40,28,18,6,1,3,10,40,0.286,0.366,0.407,2,4,1,2,32,28,1.14,165,2023,hitter,57,7,1,6,N Michaels,30,0.7729999999999999,0.121,0.10909090909090909,0.24242424242424243,0.01818181818181818,0.06060606060606061,0.34176219512195116
124,C Thompson,Missoula PaddleHeads,87,316,90,59,45,21,4,10,35,62,0.285,0.375,0.472,4,6,NA,5,72,90,0.8,371,2023,hitter,149,25,4,21,C Thompson,55,0.847,0.187,0.12129380053908356,0.16711590296495957,0.026954177897574125,0.09433962264150944,0.3691185983827493
125,C Horner,Ogden Raptors,56,184,52,26,16,15,1,1,17,27,0.283,0.351,0.391,5,3,1,7,51,58,0.88,209,2023,hitter,72,16,1,15,C Horner,35,0.742,0.10800000000000004,0.07655502392344497,0.1291866028708134,0.004784688995215311,0.08133971291866028,0.3293846153846154
1,D Landis,Colorado Springs Sky Sox,46,1,1,0,NA,1,NA,NA,1,NA,1,1,2,0,0,NA,NA,NA,NA,NA,1,2024,hitter,2,NA,NA,NA,D Landis,NA,3,1,NA,NA,NA,1,NA
1,T Weldon,Colorado Springs Sky Sox,3,1,1,0,NA,NA,NA,NA,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,1,2024,hitter,1,NA,NA,NA,T Weldon,NA,2,0,NA,NA,NA,0,NA
3,R Gonzalez,Idaho Falls Chukars,31,132,61,35,13,11,1,2,14,11,0.462,0.497,0.606,1,5,NA,3,35,29,1.21,151,2024,hitter,80,12,1,11,R Gonzalez,47,1.103,0.14399999999999996,0.08609271523178808,0.0728476821192053,0.013245033112582781,0.09271523178807947,0.47170198675496683
4,T Clark-Chiapparelli,Ogden Raptors,1,5,2,0,1,NA,NA,NA,0,1,0.4,0.5,0.4,0,0,NA,NA,1,1,1,6,2024,hitter,2,NA,NA,NA,T Clark-Chiapparelli,NA,0.9,0,0.16666666666666666,0.16666666666666666,NA,0,NA
4,R McCarthy,Glacier Range Riders,29,125,50,18,16,8,2,8,18,24,0.4,0.472,0.688,2,1,NA,1,29,23,1.26,144,2024,hitter,86,10,2,8,R McCarthy,32,1.16,0.2879999999999999,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.125,0.4938055555555556
4,L Navigato,Idaho Falls Chukars,1,5,2,0,1,NA,NA,NA,0,1,0.4,0.5,0.4,0,0,NA,NA,1,1,1,6,2024,hitter,2,NA,NA,NA,L Navigato,NA,0.9,0,0.16666666666666666,0.16666666666666666,NA,0,NA
7,C Mize,Rocky Mountain Vibes,18,63,25,14,7,6,0,3,9,13,0.397,0.465,0.635,1,0,1,NA,7,18,0.39,72,2024,hitter,40,6,0,6,C Mize,16,1.1,0.238,0.09722222222222222,0.18055555555555555,0.041666666666666664,0.125,0.47449295774647876
8,A Fogel,Missoula PaddleHeads,89,348,135,115,61,27,1,35,63,88,0.388,0.495,0.773,16,3,NA,6,49,68,0.72,428,2024,hitter,269,28,1,27,A Fogel,72,1.268,0.385,0.1425233644859813,0.205607476635514,0.08177570093457943,0.14719626168224298,0.530481308411215
9,M Rosario,Missoula PaddleHeads,81,344,133,72,47,18,3,10,31,62,0.387,0.469,0.544,8,2,1,8,85,56,1.52,402,2024,hitter,187,21,3,18,M Rosario,102,1.013,0.15700000000000003,0.11691542288557213,0.15422885572139303,0.024875621890547265,0.07711442786069651,0.4426882793017457
10,B O'Saben,Glacier Range Riders,4,13,5,4,1,1,NA,NA,1,1,0.385,0.467,0.462,1,0,NA,NA,3,3,1,15,2024,hitter,6,NA,NA,NA,B O'Saben,NA,0.929,0.07700000000000001,0.06666666666666667,0.06666666666666667,NA,0.06666666666666667,NA
10,B Trammell,Colorado Springs Sky Sox,5,13,5,3,5,2,NA,NA,2,5,0.385,0.556,0.538,0,0,NA,NA,2,1,2,18,2024,hitter,7,NA,NA,NA,B Trammell,NA,1.094,0.15300000000000002,0.2777777777777778,0.2777777777777778,NA,0.1111111111111111,NA
12,B Marine,Yuba-Sutter Freebirds,84,337,129,68,38,21,1,9,31,65,0.383,0.445,0.531,2,3,1,12,74,64,1.16,381,2024,hitter,179,22,1,21,B Marine,98,0.976,0.14800000000000002,0.09973753280839895,0.17060367454068243,0.023622047244094488,0.08136482939632546,0.4260631578947368
13,L Navarro,Missoula PaddleHeads,24,93,35,25,12,6,0,4,10,13,0.376,0.448,0.57,0,0,NA,4,30,11,2.73,105,2024,hitter,53,6,0,6,L Navarro,25,1.018,0.19399999999999995,0.11428571428571428,0.12380952380952381,0.0380952380952381,0.09523809523809523,0.4429523809523809
14,L Williams,Ogden Raptors,2,8,3,3,NA,NA,NA,NA,0,2,0.375,0.333,0.375,0,1,NA,NA,3,1,3,9,2024,hitter,3,NA,NA,NA,L Williams,NA,0.708,0,NA,0.2222222222222222,NA,0,NA
15,P Chung,Missoula PaddleHeads,87,358,134,63,62,32,5,11,48,46,0.374,0.477,0.584,10,2,2,2,84,85,0.99,434,2024,hitter,209,37,5,32,P Chung,86,1.061,0.20999999999999996,0.14285714285714285,0.10599078341013825,0.02534562211981567,0.11059907834101383,0.45886805555555554
